i,time,open,high,low,close,volume,date
5255,1580216400000.0,9049.12,9100.0,9033.0,9086.36,2783.439765,2020-01-28 13:00:00
5256,1580220000000.0,9086.45,9188.0,9020.0,9033.93,7065.655289,2020-01-28 14:00:00
5257,1580223600000.0,9035.43,9066.06,8958.0,9024.58,5201.828686,2020-01-28 15:00:00
5258,1580227200000.0,9025.47,9045.88,8967.83,8969.18,3242.660226,2020-01-28 16:00:00
5259,1580230800000.0,8967.85,8999.78,8862.4,8983.03,4573.784707,2020-01-28 17:00:00
5260,1580234400000.0,8983.05,9040.0,8965.38,8998.63,1945.966394,2020-01-28 18:00:00
5261,1580238000000.0,8998.69,9039.84,8976.46,9010.86,1245.255641,2020-01-28 19:00:00
5262,1580241600000.0,9010.23,9090.0,9007.74,9061.5,2295.909052,2020-01-28 20:00:00
5263,1580245200000.0,9061.5,9120.0,9038.69,9050.64,1744.622922,2020-01-28 21:00:00
5264,1580248800000.0,9050.19,9163.5,9045.29,9133.0,1641.758828,2020-01-28 22:00:00
5265,1580252400000.0,9133.0,9400.0,9115.55,9374.21,7745.054865,2020-01-28 23:00:00
5266,1580256000000.0,9375.34,9420.82,9316.0,9331.15,4543.980022,2020-01-29 00:00:00
5267,1580259600000.0,9331.33,9385.0,9326.03,9344.24,2173.836324,2020-01-29 01:00:00
5268,1580263200000.0,9344.24,9362.28,9261.32,9323.11,2106.246684,2020-01-29 02:00:00
5269,1580266800000.0,9324.05,9362.53,9308.01,9343.5,1463.31151,2020-01-29 03:00:00
5270,1580270400000.0,9343.75,9379.93,9314.0,9333.79,1473.55202,2020-01-29 04:00:00
5271,1580274000000.0,9333.49,9362.61,9326.13,9355.07,1360.605642,2020-01-29 05:00:00
5272,1580277600000.0,9354.95,9393.04,9330.0,9332.74,2432.32942,2020-01-29 06:00:00
5273,1580281200000.0,9333.09,9370.07,9317.08,9365.0,2114.972185,2020-01-29 07:00:00
5274,1580284800000.0,9365.0,9387.99,9341.78,9387.11,1514.895049,2020-01-29 08:00:00
5275,1580288400000.0,9387.52,9387.52,9319.2,9332.48,2397.360191,2020-01-29 09:00:00
5276,1580292000000.0,9332.48,9434.94,9257.58,9407.93,4339.587688,2020-01-29 10:00:00
5277,1580295600000.0,9405.35,9416.71,9216.0,9303.15,5254.608054,2020-01-29 11:00:00
5278,1580299200000.0,9303.16,9316.8,9250.05,9280.06,1764.634073,2020-01-29 12:00:00
5279,1580302800000.0,9279.77,9351.5,9265.0,9324.07,2799.870538,2020-01-29 13:00:00
5280,1580306400000.0,9324.07,9345.42,9290.0,9329.08,1391.085474,2020-01-29 14:00:00
5281,1580310000000.0,9329.48,9329.48,9279.35,9285.01,1421.689576,2020-01-29 15:00:00
5282,1580313600000.0,9285.0,9366.0,9265.0,9361.2,2201.44067,2020-01-29 16:00:00
5283,1580317200000.0,9361.21,9375.0,9335.01,9343.81,1799.46672,2020-01-29 17:00:00
5284,1580320800000.0,9343.81,9382.36,9341.91,9372.32,1311.061063,2020-01-29 18:00:00
5285,1580324400000.0,9372.31,9415.0,9322.26,9393.98,2619.730908,2020-01-29 19:00:00
5286,1580328000000.0,9393.73,9414.44,9351.73,9386.46,1560.83288,2020-01-29 20:00:00
5287,1580331600000.0,9386.3,9449.24,9330.0,9377.99,3137.636428,2020-01-29 21:00:00
5288,1580335200000.0,9377.99,9386.81,9309.75,9341.99,1301.006537,2020-01-29 22:00:00
5289,1580338800000.0,9342.0,9363.0,9288.75,9301.53,1380.325466,2020-01-29 23:00:00
5290,1580342400000.0,9301.57,9333.97,9204.44,9278.29,3751.8216,2020-01-30 00:00:00
5291,1580346000000.0,9278.29,9298.28,9252.81,9296.36,1332.618847,2020-01-30 01:00:00
5292,1580349600000.0,9296.26,9296.26,9252.0,9252.0,907.155451,2020-01-30 02:00:00
5293,1580353200000.0,9252.01,9292.0,9247.82,9280.3,987.335448,2020-01-30 03:00:00
5294,1580356800000.0,9281.63,9360.0,9277.23,9329.5,1577.286352,2020-01-30 04:00:00
5295,1580360400000.0,9329.51,9353.36,9316.35,9318.0,1373.28774,2020-01-30 05:00:00
5296,1580364000000.0,9318.0,9350.0,9305.0,9325.32,1163.20264,2020-01-30 06:00:00
5297,1580367600000.0,9327.29,9399.0,9326.16,9391.02,2281.464641,2020-01-30 07:00:00
5298,1580371200000.0,9391.55,9408.36,9356.0,9374.02,2223.286809,2020-01-30 08:00:00
5299,1580374800000.0,9374.03,9391.65,9320.01,9364.49,2117.540068,2020-01-30 09:00:00
5300,1580378400000.0,9364.49,9376.98,9327.0,9334.27,1258.90123,2020-01-30 10:00:00
5301,1580382000000.0,9335.13,9361.21,9315.0,9338.21,1570.948682,2020-01-30 11:00:00
5302,1580385600000.0,9338.21,9395.0,9332.29,9375.58,2135.609786,2020-01-30 12:00:00
5303,1580389200000.0,9375.33,9401.0,9351.73,9386.97,2031.345797,2020-01-30 13:00:00
5304,1580392800000.0,9388.5,9412.35,9306.0,9349.82,2996.472467,2020-01-30 14:00:00
5305,1580396400000.0,9349.82,9391.8,9335.0,9386.88,2364.851188,2020-01-30 15:00:00
5306,1580400000000.0,9385.41,9477.06,9220.0,9370.93,9060.33366,2020-01-30 16:00:00
5307,1580403600000.0,9370.93,9523.4,9370.17,9468.5,7574.314129,2020-01-30 17:00:00
5308,1580407200000.0,9468.5,9530.0,9458.02,9499.28,2951.607024,2020-01-30 18:00:00
5309,1580410800000.0,9499.31,9526.14,9460.0,9506.82,3210.190107,2020-01-30 19:00:00
5310,1580414400000.0,9506.32,9578.0,9486.57,9575.38,3124.691047,2020-01-30 20:00:00
5311,1580418000000.0,9575.22,9578.0,9520.2,9566.05,1592.825163,2020-01-30 21:00:00
5312,1580421600000.0,9565.99,9572.0,9531.01,9563.69,930.311729,2020-01-30 22:00:00
5313,1580425200000.0,9563.69,9577.56,9466.66,9513.21,2109.342654,2020-01-30 23:00:00
5314,1580428800000.0,9511.52,9530.22,9472.86,9473.87,1168.793205,2020-01-31 00:00:00
5315,1580432400000.0,9473.67,9499.71,9440.12,9478.47,1239.489746,2020-01-31 01:00:00
5316,1580436000000.0,9478.48,9479.06,9390.07,9444.35,2150.656428,2020-01-31 02:00:00
5317,1580439600000.0,9444.34,9474.94,9431.29,9444.0,1218.211829,2020-01-31 03:00:00
5318,1580443200000.0,9444.69,9448.68,9400.0,9416.12,1783.373481,2020-01-31 04:00:00
5319,1580446800000.0,9416.51,9432.14,9330.0,9345.53,2263.559288,2020-01-31 05:00:00
5320,1580450400000.0,9345.53,9393.17,9320.0,9379.32,2488.723186,2020-01-31 06:00:00
5321,1580454000000.0,9379.0,9382.39,9329.34,9374.56,1540.458245,2020-01-31 07:00:00
5322,1580457600000.0,9375.5,9409.51,9338.0,9378.3,1716.908944,2020-01-31 08:00:00
5323,1580461200000.0,9378.3,9414.94,9357.04,9359.61,1970.24062,2020-01-31 09:00:00
5324,1580464800000.0,9361.61,9384.91,9270.4,9344.57,3302.176329,2020-01-31 10:00:00
5325,1580468400000.0,9343.83,9347.75,9304.0,9328.41,2625.396795,2020-01-31 11:00:00
5326,1580472000000.0,9328.39,9332.23,9247.1,9282.33,4009.902917,2020-01-31 12:00:00
5327,1580475600000.0,9283.19,9295.6,9210.01,9271.85,3282.664479,2020-01-31 13:00:00
5328,1580479200000.0,9271.5,9300.0,9237.9,9263.18,1991.665112,2020-01-31 14:00:00
5329,1580482800000.0,9264.04,9345.82,9261.66,9339.19,1908.835462,2020-01-31 15:00:00
5330,1580486400000.0,9339.19,9367.5,9256.24,9287.8,2961.661519,2020-01-31 16:00:00
5331,1580490000000.0,9288.84,9316.44,9270.0,9282.5,1340.186709,2020-01-31 17:00:00
5332,1580493600000.0,9282.63,9320.0,9276.29,9318.67,882.727703,2020-01-31 18:00:00
5333,1580497200000.0,9318.96,9320.0,9294.33,9302.67,745.839084,2020-01-31 19:00:00
5334,1580500800000.0,9303.72,9339.97,9300.59,9321.0,984.109607,2020-01-31 20:00:00
5335,1580504400000.0,9321.0,9373.85,9315.34,9366.24,1267.868966,2020-01-31 21:00:00
5336,1580508000000.0,9366.24,9430.0,9342.77,9402.42,1578.744869,2020-01-31 22:00:00
5337,1580511600000.0,9401.63,9419.96,9327.24,9352.89,1129.827829,2020-01-31 23:00:00
5338,1580515200000.0,9351.71,9394.08,9341.17,9383.07,848.817197,2020-02-01 00:00:00
5339,1580518800000.0,9383.35,9435.0,9377.8,9429.86,1090.149201,2020-02-01 01:00:00
5340,1580522400000.0,9428.55,9464.53,9403.27,9441.88,1581.550356,2020-02-01 02:00:00
5341,1580526000000.0,9441.42,9457.14,9390.01,9432.33,1104.475624,2020-02-01 03:00:00
5342,1580529600000.0,9431.75,9449.94,9400.0,9401.42,910.521374,2020-02-01 04:00:00
5343,1580533200000.0,9402.2,9414.37,9377.77,9381.12,924.559928,2020-02-01 05:00:00
5344,1580536800000.0,9381.13,9409.64,9378.85,9398.01,806.704618,2020-02-01 06:00:00
5345,1580540400000.0,9397.54,9454.77,9396.96,9423.01,1488.564777,2020-02-01 07:00:00
5346,1580544000000.0,9423.02,9425.76,9380.0,9384.62,1281.660713,2020-02-01 08:00:00
5347,1580547600000.0,9385.1,9398.71,9355.0,9387.87,1475.341434,2020-02-01 09:00:00
5348,1580551200000.0,9387.44,9407.0,9358.0,9379.55,1078.157454,2020-02-01 10:00:00
5349,1580554800000.0,9379.55,9385.82,9321.41,9354.66,1468.001132,2020-02-01 11:00:00
5350,1580558400000.0,9354.65,9367.64,9281.0,9312.06,1585.115223,2020-02-01 12:00:00
5351,1580562000000.0,9311.64,9372.0,9303.72,9345.35,1543.526786,2020-02-01 13:00:00
5352,1580565600000.0,9345.19,9359.4,9305.0,9350.08,1495.093417,2020-02-01 14:00:00
5353,1580569200000.0,9350.0,9375.0,9330.27,9333.91,1301.347114,2020-02-01 15:00:00
5354,1580572800000.0,9333.73,9407.52,9327.0,9405.8,1637.40867,2020-02-01 16:00:00
5355,1580576400000.0,9405.86,9420.98,9380.94,9381.48,1675.640068,2020-02-01 17:00:00
5356,1580580000000.0,9381.51,9403.0,9356.01,9390.3,1123.995401,2020-02-01 18:00:00
5357,1580583600000.0,9390.55,9392.25,9351.43,9367.09,760.066485,2020-02-01 19:00:00
5358,1580587200000.0,9367.76,9392.05,9353.01,9381.43,934.92248,2020-02-01 20:00:00
5359,1580590800000.0,9381.43,9381.8,9364.06,9379.99,568.284836,2020-02-01 21:00:00
5360,1580594400000.0,9379.4,9407.8,9350.0,9377.87,933.029675,2020-02-01 22:00:00
5361,1580598000000.0,9379.57,9409.99,9376.69,9384.61,961.133391,2020-02-01 23:00:00
5362,1580601600000.0,9384.41,9387.03,9320.0,9328.49,1283.647807,2020-02-02 00:00:00
5363,1580605200000.0,9328.5,9347.81,9307.83,9336.43,1331.233583,2020-02-02 01:00:00
5364,1580608800000.0,9334.81,9336.43,9245.75,9267.83,2678.930281,2020-02-02 02:00:00
5365,1580612400000.0,9267.91,9295.06,9251.18,9266.83,1409.472694,2020-02-02 03:00:00
5366,1580616000000.0,9266.79,9332.72,9120.0,9322.33,5770.974529,2020-02-02 04:00:00
5367,1580619600000.0,9322.89,9346.08,9300.0,9311.43,1768.343172,2020-02-02 05:00:00
5368,1580623200000.0,9310.72,9382.0,9289.08,9361.09,2263.413489,2020-02-02 06:00:00
5369,1580626800000.0,9361.4,9385.0,9350.01,9370.53,1388.633469,2020-02-02 07:00:00
5370,1580630400000.0,9370.53,9400.0,9346.0,9368.06,1377.118837,2020-02-02 08:00:00
5371,1580634000000.0,9367.16,9385.0,9352.5,9380.6,1021.566538,2020-02-02 09:00:00
5372,1580637600000.0,9380.65,9450.0,9380.55,9423.35,3992.773634,2020-02-02 10:00:00
5373,1580641200000.0,9423.44,9443.08,9410.0,9435.54,1314.312734,2020-02-02 11:00:00
5374,1580644800000.0,9435.79,9477.03,9402.04,9421.8,2859.896986,2020-02-02 12:00:00
5375,1580648400000.0,9423.11,9430.56,9396.83,9421.99,1506.805699,2020-02-02 13:00:00
5376,1580652000000.0,9421.84,9458.8,9363.89,9446.86,2425.591176,2020-02-02 14:00:00
5377,1580655600000.0,9446.86,9464.52,9433.68,9446.77,1650.521422,2020-02-02 15:00:00
5378,1580659200000.0,9446.8,9458.19,9417.96,9427.75,1327.293645,2020-02-02 16:00:00
5379,1580662800000.0,9427.75,9449.5,9395.46,9430.73,1873.47372,2020-02-02 17:00:00
5380,1580666400000.0,9430.73,9455.0,9428.02,9442.75,846.337713,2020-02-02 18:00:00
5381,1580670000000.0,9442.01,9460.0,9430.18,9438.08,1357.638562,2020-02-02 19:00:00
5382,1580673600000.0,9437.9,9454.87,9419.38,9437.55,1263.194516,2020-02-02 20:00:00
5383,1580677200000.0,9437.97,9447.24,9425.0,9441.5,674.661758,2020-02-02 21:00:00
5384,1580680800000.0,9440.62,9442.87,9374.53,9380.0,1579.551641,2020-02-02 22:00:00
5385,1580684400000.0,9380.01,9417.39,9322.0,9331.51,2725.524935,2020-02-02 23:00:00
5386,1580688000000.0,9331.59,9420.26,9288.0,9411.09,3413.809771,2020-02-03 00:00:00
5387,1580691600000.0,9411.09,9618.79,9396.37,9510.76,5979.915058,2020-02-03 01:00:00
5388,1580695200000.0,9510.76,9517.43,9320.0,9376.3,5192.015298,2020-02-03 02:00:00
5389,1580698800000.0,9377.57,9397.14,9333.83,9385.59,1944.23249,2020-02-03 03:00:00
5390,1580702400000.0,9386.24,9405.88,9368.43,9392.91,962.090154,2020-02-03 04:00:00
5391,1580706000000.0,9392.91,9426.6,9387.61,9401.8,954.251926,2020-02-03 05:00:00
5392,1580709600000.0,9401.98,9418.0,9385.0,9395.34,998.579359,2020-02-03 06:00:00
5393,1580713200000.0,9396.53,9396.67,9346.09,9368.16,1541.501463,2020-02-03 07:00:00
5394,1580716800000.0,9368.16,9399.42,9351.38,9371.22,1358.660284,2020-02-03 08:00:00
5395,1580720400000.0,9371.87,9374.49,9336.07,9344.16,1762.613296,2020-02-03 09:00:00
5396,1580724000000.0,9344.17,9348.34,9308.19,9312.93,2296.135903,2020-02-03 10:00:00
5397,1580727600000.0,9313.59,9398.99,9303.2,9351.48,2237.173619,2020-02-03 11:00:00
5398,1580731200000.0,9352.0,9373.97,9335.11,9347.12,1279.661819,2020-02-03 12:00:00
5399,1580734800000.0,9347.12,9350.53,9307.0,9331.05,2108.151707,2020-02-03 13:00:00
5400,1580738400000.0,9331.5,9365.79,9302.01,9353.61,2466.718596,2020-02-03 14:00:00
5401,1580742000000.0,9355.13,9355.13,9265.0,9270.0,4612.566473,2020-02-03 15:00:00
5402,1580745600000.0,9270.0,9331.5,9255.0,9263.67,3634.496106,2020-02-03 16:00:00
5403,1580749200000.0,9263.14,9304.02,9234.0,9293.37,2113.021387,2020-02-03 17:00:00
5404,1580752800000.0,9293.29,9317.03,9259.47,9308.37,1313.274045,2020-02-03 18:00:00
5405,1580756400000.0,9308.32,9318.79,9290.14,9316.7,786.586444,2020-02-03 19:00:00
5406,1580760000000.0,9316.04,9344.02,9297.02,9318.04,1071.261295,2020-02-03 20:00:00
5407,1580763600000.0,9318.05,9318.09,9273.55,9287.58,689.351945,2020-02-03 21:00:00
5408,1580767200000.0,9286.47,9303.82,9260.0,9274.05,621.828538,2020-02-03 22:00:00
5409,1580770800000.0,9274.46,9319.99,9251.01,9292.24,1554.236475,2020-02-03 23:00:00
5410,1580774400000.0,9291.35,9350.0,9290.63,9330.09,1695.544006,2020-02-04 00:00:00
5411,1580778000000.0,9330.52,9344.02,9270.0,9275.97,1038.734128,2020-02-04 01:00:00
5412,1580781600000.0,9276.65,9307.69,9276.65,9301.56,869.561115,2020-02-04 02:00:00
5413,1580785200000.0,9301.09,9305.0,9262.14,9282.95,1053.589098,2020-02-04 03:00:00
5414,1580788800000.0,9282.96,9315.91,9255.0,9271.25,1968.356664,2020-02-04 04:00:00
5415,1580792400000.0,9270.27,9295.94,9227.58,9289.34,2610.518341,2020-02-04 05:00:00
5416,1580796000000.0,9288.21,9299.0,9250.0,9274.77,1491.8834,2020-02-04 06:00:00
5417,1580799600000.0,9274.76,9318.89,9257.0,9278.63,2442.973437,2020-02-04 07:00:00
5418,1580803200000.0,9278.63,9297.16,9238.2,9239.8,2240.440765,2020-02-04 08:00:00
5419,1580806800000.0,9239.92,9327.0,9161.0,9172.16,4685.642542,2020-02-04 09:00:00
5420,1580810400000.0,9172.16,9198.96,9153.78,9170.92,2979.676045,2020-02-04 10:00:00
5421,1580814000000.0,9171.64,9249.9,9108.0,9182.81,4651.632847,2020-02-04 11:00:00
5422,1580817600000.0,9182.81,9204.57,9100.0,9133.41,3724.106707,2020-02-04 12:00:00
5423,1580821200000.0,9133.28,9159.66,9093.01,9157.85,2557.694722,2020-02-04 13:00:00
5424,1580824800000.0,9157.85,9171.98,9115.0,9153.51,2350.189615,2020-02-04 14:00:00
5425,1580828400000.0,9154.3,9236.72,9144.0,9206.47,5023.354131,2020-02-04 15:00:00
5426,1580832000000.0,9207.02,9240.0,9200.0,9225.4,2761.219491,2020-02-04 16:00:00
5427,1580835600000.0,9225.41,9232.55,9200.62,9228.0,1389.108261,2020-02-04 17:00:00
5428,1580839200000.0,9228.0,9240.0,9173.9,9195.57,1733.978957,2020-02-04 18:00:00
5429,1580842800000.0,9195.54,9208.0,9176.0,9186.37,1173.523088,2020-02-04 19:00:00
5430,1580846400000.0,9186.72,9205.98,9151.0,9204.64,1559.768837,2020-02-04 20:00:00
5431,1580850000000.0,9204.95,9207.02,9165.29,9169.09,1124.464897,2020-02-04 21:00:00
5432,1580853600000.0,9169.09,9203.09,9161.18,9202.48,1019.121519,2020-02-04 22:00:00
5433,1580857200000.0,9202.15,9220.19,9178.72,9197.02,1163.092653,2020-02-04 23:00:00
5434,1580860800000.0,9197.02,9240.0,9185.0,9224.65,2172.542604,2020-02-05 00:00:00
5435,1580864400000.0,9224.64,9245.87,9189.05,9189.6,1507.046813,2020-02-05 01:00:00
5436,1580868000000.0,9190.97,9229.52,9177.22,9226.98,1121.221137,2020-02-05 02:00:00
5437,1580871600000.0,9226.98,9242.0,9205.89,9239.19,1273.819595,2020-02-05 03:00:00
5438,1580875200000.0,9239.19,9245.0,9216.75,9244.35,1198.457757,2020-02-05 04:00:00
5439,1580878800000.0,9244.61,9289.99,9232.03,9276.43,2872.980215,2020-02-05 05:00:00
5440,1580882400000.0,9277.48,9300.0,9263.84,9267.0,1697.747872,2020-02-05 06:00:00
5441,1580886000000.0,9267.0,9298.0,9256.53,9274.53,1495.999691,2020-02-05 07:00:00
5442,1580889600000.0,9274.39,9276.98,9232.75,9258.53,2021.293633,2020-02-05 08:00:00
5443,1580893200000.0,9258.53,9276.92,9246.15,9254.68,1519.794954,2020-02-05 09:00:00
5444,1580896800000.0,9254.74,9403.68,9250.0,9383.46,6061.860251,2020-02-05 10:00:00
5445,1580900400000.0,9383.46,9421.75,9363.78,9418.48,3537.878903,2020-02-05 11:00:00
5446,1580904000000.0,9419.17,9475.18,9414.35,9451.17,4484.370053,2020-02-05 12:00:00
5447,1580907600000.0,9450.79,9466.65,9410.0,9448.87,2259.990317,2020-02-05 13:00:00
5448,1580911200000.0,9448.87,9479.0,9412.0,9445.62,2113.517106,2020-02-05 14:00:00
5449,1580914800000.0,9445.66,9494.2,9430.45,9485.08,2255.597735,2020-02-05 15:00:00
5450,1580918400000.0,9484.22,9566.19,9472.3,9563.0,4385.833388,2020-02-05 16:00:00
5451,1580922000000.0,9563.0,9568.0,9524.47,9560.52,2099.919742,2020-02-05 17:00:00
5452,1580925600000.0,9560.55,9744.45,9560.0,9657.11,8719.221786,2020-02-05 18:00:00
5453,1580929200000.0,9657.11,9715.0,9631.76,9655.99,2871.879297,2020-02-05 19:00:00
5454,1580932800000.0,9655.93,9698.45,9653.56,9672.87,1738.500268,2020-02-05 20:00:00
5455,1580936400000.0,9673.84,9725.0,9671.93,9692.5,2251.937279,2020-02-05 21:00:00
5456,1580940000000.0,9692.5,9693.71,9608.27,9635.0,3091.75943,2020-02-05 22:00:00
5457,1580943600000.0,9635.01,9671.22,9565.14,9612.04,2117.245789,2020-02-05 23:00:00
5458,1580947200000.0,9612.03,9635.11,9526.35,9550.59,2695.503267,2020-02-06 00:00:00
5459,1580950800000.0,9550.73,9634.99,9540.0,9634.5,1621.533311,2020-02-06 01:00:00
5460,1580954400000.0,9634.83,9635.11,9568.57,9582.97,933.30013,2020-02-06 02:00:00
5461,1580958000000.0,9582.97,9650.0,9571.0,9635.7,1315.80344,2020-02-06 03:00:00
5462,1580961600000.0,9635.2,9653.99,9617.1,9644.84,1499.521232,2020-02-06 04:00:00
5463,1580965200000.0,9644.83,9664.93,9630.0,9637.15,1271.367332,2020-02-06 05:00:00
5464,1580968800000.0,9637.48,9690.0,9607.52,9649.07,2540.366448,2020-02-06 06:00:00
5465,1580972400000.0,9649.81,9697.78,9615.11,9628.8,3327.123159,2020-02-06 07:00:00
5466,1580976000000.0,9629.85,9667.17,9605.55,9645.9,2830.251018,2020-02-06 08:00:00
5467,1580979600000.0,9645.19,9665.0,9619.3,9662.24,1886.17595,2020-02-06 09:00:00
5468,1580983200000.0,9662.24,9698.0,9647.35,9678.5,2003.558105,2020-02-06 10:00:00
5469,1580986800000.0,9677.52,9707.21,9655.0,9698.89,2200.625177,2020-02-06 11:00:00
5470,1580990400000.0,9698.66,9832.32,9698.66,9825.22,7068.208089,2020-02-06 12:00:00
5471,1580994000000.0,9825.21,9862.56,9638.0,9744.19,8723.072389,2020-02-06 13:00:00
5472,1580997600000.0,9744.83,9862.57,9681.44,9824.3,5355.522435,2020-02-06 14:00:00
5473,1581001200000.0,9822.32,9830.0,9756.0,9786.88,2495.354684,2020-02-06 15:00:00
5474,1581004800000.0,9786.87,9839.63,9750.0,9788.64,2471.832516,2020-02-06 16:00:00
5475,1581008400000.0,9789.16,9810.7,9733.41,9771.57,1764.572841,2020-02-06 17:00:00
5476,1581012000000.0,9771.87,9779.93,9717.85,9769.18,1947.460794,2020-02-06 18:00:00
5477,1581015600000.0,9769.18,9778.1,9722.43,9747.29,2015.947828,2020-02-06 19:00:00
5478,1581019200000.0,9747.29,9792.0,9739.17,9783.43,2103.260212,2020-02-06 20:00:00
5479,1581022800000.0,9783.39,9801.98,9740.0,9750.19,2110.322877,2020-02-06 21:00:00
5480,1581026400000.0,9750.23,9765.17,9685.0,9692.7,1814.687263,2020-02-06 22:00:00
5481,1581030000000.0,9692.7,9777.67,9660.0,9772.0,2954.336091,2020-02-06 23:00:00
5482,1581033600000.0,9772.0,9824.48,9752.65,9791.15,2069.663687,2020-02-07 00:00:00
5483,1581037200000.0,9791.15,9829.72,9770.95,9808.04,1566.140468,2020-02-07 01:00:00
5484,1581040800000.0,9808.55,9855.0,9786.17,9800.0,2318.859634,2020-02-07 02:00:00
5485,1581044400000.0,9800.0,9828.47,9775.0,9779.78,1378.228664,2020-02-07 03:00:00
5486,1581048000000.0,9779.73,9813.99,9741.17,9792.12,1551.849744,2020-02-07 04:00:00
5487,1581051600000.0,9791.99,9819.99,9745.02,9756.7,1622.018617,2020-02-07 05:00:00
5488,1581055200000.0,9758.01,9792.99,9745.0,9779.74,1148.687995,2020-02-07 06:00:00
5489,1581058800000.0,9779.74,9810.0,9759.63,9801.83,1827.391805,2020-02-07 07:00:00
5490,1581062400000.0,9801.83,9811.26,9766.31,9773.08,1678.581267,2020-02-07 08:00:00
5491,1581066000000.0,9773.07,9810.0,9773.05,9793.48,1713.890217,2020-02-07 09:00:00
5492,1581069600000.0,9794.38,9838.35,9791.79,9816.57,2946.833431,2020-02-07 10:00:00
5493,1581073200000.0,9816.35,9885.0,9802.67,9809.33,4225.580938,2020-02-07 11:00:00
5494,1581076800000.0,9810.01,9827.55,9730.54,9755.88,3309.64452,2020-02-07 12:00:00
5495,1581080400000.0,9756.42,9800.0,9754.28,9782.04,1310.814879,2020-02-07 13:00:00
5496,1581084000000.0,9782.84,9845.0,9780.0,9823.22,2326.394536,2020-02-07 14:00:00
5497,1581087600000.0,9823.29,9834.99,9781.1,9802.02,1653.146639,2020-02-07 15:00:00
5498,1581091200000.0,9802.01,9836.27,9764.0,9798.39,2337.835603,2020-02-07 16:00:00
5499,1581094800000.0,9798.35,9810.0,9780.0,9781.03,1217.279652,2020-02-07 17:00:00
5500,1581098400000.0,9781.03,9809.96,9780.0,9799.35,898.015116,2020-02-07 18:00:00
5501,1581102000000.0,9799.38,9802.14,9765.0,9775.59,1067.391477,2020-02-07 19:00:00
5502,1581105600000.0,9775.08,9778.88,9740.0,9741.49,1772.806195,2020-02-07 20:00:00
5503,1581109200000.0,9740.6,9778.0,9730.0,9759.0,1916.995182,2020-02-07 21:00:00
5504,1581112800000.0,9758.98,9819.0,9757.82,9810.88,976.169867,2020-02-07 22:00:00
5505,1581116400000.0,9810.64,9831.0,9791.23,9813.73,1131.894499,2020-02-07 23:00:00
5506,1581120000000.0,9813.87,9830.06,9769.81,9790.0,1528.187677,2020-02-08 00:00:00
5507,1581123600000.0,9790.0,9795.4,9760.0,9786.43,1394.706821,2020-02-08 01:00:00
5508,1581127200000.0,9786.42,9790.86,9706.74,9729.08,2399.532675,2020-02-08 02:00:00
5509,1581130800000.0,9729.08,9729.73,9667.11,9714.11,2877.070271,2020-02-08 03:00:00
5510,1581134400000.0,9714.14,9765.0,9700.02,9757.11,1402.87205,2020-02-08 04:00:00
5511,1581138000000.0,9757.32,9780.0,9735.15,9760.99,1771.525738,2020-02-08 05:00:00
5512,1581141600000.0,9761.0,9796.88,9751.81,9762.97,1539.303468,2020-02-08 06:00:00
5513,1581145200000.0,9762.97,9779.09,9754.92,9771.39,1183.518217,2020-02-08 07:00:00
5514,1581148800000.0,9771.39,9821.0,9769.51,9805.49,2088.216645,2020-02-08 08:00:00
5515,1581152400000.0,9805.2,9821.5,9780.0,9809.31,1231.292594,2020-02-08 09:00:00
5516,1581156000000.0,9809.3,9845.0,9791.0,9796.28,2099.544663,2020-02-08 10:00:00
5517,1581159600000.0,9794.91,9817.89,9785.35,9810.02,1180.597643,2020-02-08 11:00:00
5518,1581163200000.0,9810.02,9829.99,9801.15,9810.15,1644.463558,2020-02-08 12:00:00
5519,1581166800000.0,9810.15,9866.0,9750.0,9793.51,4103.538415,2020-02-08 13:00:00
5520,1581170400000.0,9793.5,9849.0,9783.25,9840.99,2861.355062,2020-02-08 14:00:00
5521,1581174000000.0,9842.11,9850.0,9817.17,9829.47,1241.510737,2020-02-08 15:00:00
5522,1581177600000.0,9829.5,9871.0,9810.1,9858.41,2098.288877,2020-02-08 16:00:00
5523,1581181200000.0,9858.33,9888.0,9840.49,9862.19,2313.30564,2020-02-08 17:00:00
5524,1581184800000.0,9862.52,9869.51,9810.62,9841.76,1424.273633,2020-02-08 18:00:00
5525,1581188400000.0,9841.97,9869.43,9841.27,9862.69,1207.113577,2020-02-08 19:00:00
5526,1581192000000.0,9862.15,9870.0,9845.39,9856.87,783.495639,2020-02-08 20:00:00
5527,1581195600000.0,9857.73,9940.0,9856.73,9914.67,2629.675498,2020-02-08 21:00:00
5528,1581199200000.0,9913.02,9929.5,9840.0,9913.26,1764.704039,2020-02-08 22:00:00
5529,1581202800000.0,9913.26,9923.0,9892.5,9895.05,832.750529,2020-02-08 23:00:00
5530,1581206400000.0,9895.04,9947.5,9880.75,9936.95,1430.944116,2020-02-09 00:00:00
5531,1581210000000.0,9937.05,9944.25,9909.56,9938.9,957.502674,2020-02-09 01:00:00
5532,1581217200000.0,9938.86,10052.67,9937.92,10052.63,4894.060253,2020-02-09 03:00:00
5533,1581220800000.0,10052.66,10131.0,10052.22,10091.27,3942.411537,2020-02-09 04:00:00
5534,1581224400000.0,10091.85,10114.25,10040.0,10099.99,2139.40433,2020-02-09 05:00:00
